,year,state,rate,White,Black or African American,median_income,% educated,modified_wage
426,2012,Tennessee,31.1,78.0,16.9,50830.0,22.333338237244224,8.571111111
427,2012,New Mexico,27.1,71.9,2.1,51337.0,23.25907727003421,8.866666667
428,2012,Michigan,31.1,79.3,14.0,59129.0,23.70120023840111,8.748444444
429,2012,Maryland,27.6,58.1,29.2,84926.0,33.815307066100495,8.571111111
430,2012,Illinois,28.1,72.7,14.4,61166.0,29.083726663245105,9.753333333
431,2012,Virginia,27.4,69.2,19.3,76409.0,32.34097181671507,8.571111111
432,2012,Delaware,26.9,69.7,21.5,57896.0,26.80685845554164,8.571111111
433,2012,Georgia,29.1,60.4,30.9,56890.0,25.313821587193683,8.571111111
434,2012,Wisconsin,29.7,86.7,6.3,62751.0,24.89554626582441,8.571111111
435,2012,Alaska,25.7,66.5,3.6,75246.0,24.70924723990415,9.162222222
436,2012,Pennsylvania,29.1,81.9,11.0,61362.0,25.73566724269762,8.571111111
437,2012,Minnesota,25.7,85.5,5.3,73055.0,30.587991336487946,7.270666667
438,2012,Wyoming,24.6,90.9,1.0,67992.0,22.22409038612828,8.571111111
439,2012,Maine,28.4,95.1,1.0,58116.0,25.978303337550145,8.866666667
440,2012,Montana,24.3,89.2,0.4,53304.0,26.62200583183973,9.044
441,2012,Idaho,26.8,91.4,0.5,56654.0,22.96026220861913,8.571111111
442,2012,Arizona,26.0,78.8,4.4,55616.0,24.61232899646711,9.044
443,2012,Nevada,26.2,69.7,8.3,55958.0,20.40010145575881,9.753333333
444,2012,Utah,24.3,88.1,1.1,68972.0,26.781685728207805,8.571111111
445,2012,New Hampshire,27.3,94.0,1.3,80177.0,31.71243803170323,8.571111111
446,2012,Connecticut,25.6,78.1,10.2,75954.0,34.17446100756335,9.753333333
447,2012,Oregon,27.3,85.2,1.8,61210.0,27.23198353719322,10.40355556
448,2012,Rhode Island,25.7,81.7,6.5,66281.0,28.552680930723746,8.748444444
449,2012,New York,23.6,65.2,15.6,56368.0,30.944594964182134,8.571111111
450,2012,Vermont,23.7,95.1,1.0,65710.0,32.40198198844106,10.0016
451,2012,Washington,26.8,78.3,3.6,73519.0,28.95373450931601,10.68728889
452,2012,New Jersey,24.6,68.9,13.6,78845.0,33.57084101849525,8.571111111
453,2012,California,25.0,62.1,6.0,67410.0,27.82760575574215,9.457777778
454,2012,Massachusetts,22.9,80.1,7.1,75256.0,36.08489668704142,9.457777778
455,2012,Colorado,20.5,84.4,4.2,67688.0,34.00839059468819,9.032177778
456,2012,Hawaii,23.6,24.9,1.8,66515.0,27.405906747736445,8.571111111
457,2012,District of Columbia,21.9,39.6,49.5,77135.0,48.40959051085258,9.753333333
